filename,input_seq,target_seq
27009.png,"10,0,8,2,1","0,8,2,1,11"
27010.png,"10,5,3,7,3","5,3,7,3,11"
27011.png,"10,2,5,4,1","2,5,4,1,11"
27012.png,"10,1,1,7,8","1,1,7,8,11"
27013.png,"10,3,0,8,8","3,0,8,8,11"
27014.png,"10,1,1,9,5","1,1,9,5,11"
27015.png,"10,6,6,6,2","6,6,6,2,11"
27016.png,"10,8,0,2,1","8,0,2,1,11"
27017.png,"10,1,7,6,5","1,7,6,5,11"
27018.png,"10,5,8,9,1","5,8,9,1,11"
27019.png,"10,5,1,7,8","5,1,7,8,11"
27020.png,"10,9,9,2,5","9,9,2,5,11"
27021.png,"10,9,4,8,4","9,4,8,4,11"
27022.png,"10,3,0,1,1","3,0,1,1,11"
27023.png,"10,5,2,6,7","5,2,6,7,11"
27024.png,"10,3,7,8,5","3,7,8,5,11"
27025.png,"10,9,5,4,0","9,5,4,0,11"
27026.png,"10,0,4,1,1","0,4,1,1,11"
27027.png,"10,7,6,6,8","7,6,6,8,11"
27028.png,"10,4,2,2,4","4,2,2,4,11"
27029.png,"10,8,1,7,6","8,1,7,6,11"
27030.png,"10,1,0,3,6","1,0,3,6,11"
27031.png,"10,2,5,1,3","2,5,1,3,11"
27032.png,"10,7,2,7,8","7,2,7,8,11"
27033.png,"10,7,5,5,6","7,5,5,6,11"
27034.png,"10,8,9,5,9","8,9,5,9,11"
27035.png,"10,8,9,3,6","8,9,3,6,11"
27036.png,"10,3,7,5,3","3,7,5,3,11"
27037.png,"10,4,6,7,1","4,6,7,1,11"
27038.png,"10,4,8,9,2","4,8,9,2,11"
27039.png,"10,9,9,0,1","9,9,0,1,11"
27040.png,"10,6,7,0,8","6,7,0,8,11"
27041.png,"10,8,7,5,7","8,7,5,7,11"
27042.png,"10,7,4,9,0","7,4,9,0,11"
27043.png,"10,8,9,9,4","8,9,9,4,11"
27044.png,"10,0,2,1,0","0,2,1,0,11"
27045.png,"10,2,4,8,7","2,4,8,7,11"
27046.png,"10,3,0,1,6","3,0,1,6,11"
27047.png,"10,1,9,0,7","1,9,0,7,11"
27048.png,"10,0,0,1,0","0,0,1,0,11"
27049.png,"10,0,5,4,9","0,5,4,9,11"
27050.png,"10,1,2,2,7","1,2,2,7,11"
27051.png,"10,6,1,9,8","6,1,9,8,11"
27052.png,"10,8,0,4,1","8,0,4,1,11"
27053.png,"10,9,9,3,1","9,9,3,1,11"
27054.png,"10,2,9,1,1","2,9,1,1,11"
27055.png,"10,3,9,1,9","3,9,1,9,11"
27056.png,"10,8,1,5,2","8,1,5,2,11"
27057.png,"10,4,3,8,3","4,3,8,3,11"
27058.png,"10,4,2,1,7","4,2,1,7,11"
27059.png,"10,3,7,9,8","3,7,9,8,11"
27060.png,"10,4,0,0,5","4,0,0,5,11"
27061.png,"10,9,5,6,6","9,5,6,6,11"
27062.png,"10,6,1,4,4","6,1,4,4,11"
27063.png,"10,1,6,3,4","1,6,3,4,11"
27064.png,"10,6,5,5,4","6,5,5,4,11"
27065.png,"10,0,3,7,4","0,3,7,4,11"
27066.png,"10,0,8,6,2","0,8,6,2,11"
27067.png,"10,4,8,9,3","4,8,9,3,11"
27068.png,"10,8,7,9,3","8,7,9,3,11"
27069.png,"10,9,8,2,8","9,8,2,8,11"
27070.png,"10,5,4,0,3","5,4,0,3,11"
27071.png,"10,9,0,0,0","9,0,0,0,11"
27072.png,"10,1,6,8,8","1,6,8,8,11"
27073.png,"10,7,7,8,5","7,7,8,5,11"
27074.png,"10,7,0,3,0","7,0,3,0,11"
27075.png,"10,1,8,1,7","1,8,1,7,11"
27076.png,"10,2,3,1,1","2,3,1,1,11"
27077.png,"10,0,4,4,7","0,4,4,7,11"
27078.png,"10,3,7,3,9","3,7,3,9,11"
27079.png,"10,0,0,1,6","0,0,1,6,11"
27080.png,"10,1,6,4,2","1,6,4,2,11"
27081.png,"10,9,3,6,3","9,3,6,3,11"
27082.png,"10,5,2,3,3","5,2,3,3,11"
27083.png,"10,4,3,4,9","4,3,4,9,11"
27084.png,"10,6,4,0,1","6,4,0,1,11"
27085.png,"10,0,0,6,1","0,0,6,1,11"
27086.png,"10,2,8,3,0","2,8,3,0,11"
27087.png,"10,9,1,1,7","9,1,1,7,11"
27088.png,"10,7,8,4,1","7,8,4,1,11"
27089.png,"10,7,7,6,6","7,7,6,6,11"
27090.png,"10,5,2,7,1","5,2,7,1,11"
27091.png,"10,5,2,2,0","5,2,2,0,11"
27092.png,"10,8,1,0,5","8,1,0,5,11"
27093.png,"10,7,9,9,3","7,9,9,3,11"
27094.png,"10,9,5,3,1","9,5,3,1,11"
27095.png,"10,5,0,7,7","5,0,7,7,11"
27096.png,"10,7,8,0,9","7,8,0,9,11"
27097.png,"10,4,9,4,8","4,9,4,8,11"
27098.png,"10,1,3,4,1","1,3,4,1,11"
27099.png,"10,3,9,6,8","3,9,6,8,11"
27100.png,"10,5,7,6,7","5,7,6,7,11"
27101.png,"10,0,4,4,1","0,4,4,1,11"
27102.png,"10,2,8,2,7","2,8,2,7,11"
27103.png,"10,3,7,2,9","3,7,2,9,11"
27104.png,"10,1,3,7,5","1,3,7,5,11"
27105.png,"10,7,1,0,4","7,1,0,4,11"
27106.png,"10,6,0,8,5","6,0,8,5,11"
27107.png,"10,5,5,0,1","5,5,0,1,11"
27108.png,"10,0,9,4,7","0,9,4,7,11"
27109.png,"10,7,8,7,0","7,8,7,0,11"
27110.png,"10,9,7,7,4","9,7,7,4,11"
27111.png,"10,0,9,1,2","0,9,1,2,11"
27112.png,"10,0,1,1,7","0,1,1,7,11"
27113.png,"10,7,0,8,9","7,0,8,9,11"
27114.png,"10,3,7,4,5","3,7,4,5,11"
27115.png,"10,8,0,3,6","8,0,3,6,11"
27116.png,"10,1,4,8,9","1,4,8,9,11"
27117.png,"10,0,5,1,2","0,5,1,2,11"
27118.png,"10,0,9,5,8","0,9,5,8,11"
27119.png,"10,0,5,1,1","0,5,1,1,11"
27120.png,"10,3,7,7,0","3,7,7,0,11"
27121.png,"10,4,1,4,8","4,1,4,8,11"
27122.png,"10,9,9,6,8","9,9,6,8,11"
27123.png,"10,1,9,7,4","1,9,7,4,11"
27124.png,"10,1,0,9,2","1,0,9,2,11"
27125.png,"10,3,2,1,6","3,2,1,6,11"
27126.png,"10,2,1,6,1","2,1,6,1,11"
27127.png,"10,8,3,5,8","8,3,5,8,11"
27128.png,"10,3,6,3,9","3,6,3,9,11"
27129.png,"10,2,7,3,4","2,7,3,4,11"
27130.png,"10,3,8,1,7","3,8,1,7,11"
27131.png,"10,9,5,7,1","9,5,7,1,11"
27132.png,"10,5,8,0,6","5,8,0,6,11"
27133.png,"10,6,7,4,1","6,7,4,1,11"
27134.png,"10,3,0,2,6","3,0,2,6,11"
27135.png,"10,5,2,4,1","5,2,4,1,11"
27136.png,"10,2,7,7,3","2,7,7,3,11"
27137.png,"10,4,6,6,0","4,6,6,0,11"
27138.png,"10,2,8,6,1","2,8,6,1,11"
27139.png,"10,0,0,5,9","0,0,5,9,11"
27140.png,"10,5,9,8,8","5,9,8,8,11"
27141.png,"10,9,3,1,1","9,3,1,1,11"
27142.png,"10,5,3,7,7","5,3,7,7,11"
27143.png,"10,6,9,7,7","6,9,7,7,11"
27144.png,"10,9,4,8,5","9,4,8,5,11"
27145.png,"10,0,8,5,1","0,8,5,1,11"
27146.png,"10,9,6,5,0","9,6,5,0,11"
27147.png,"10,4,1,6,8","4,1,6,8,11"
27148.png,"10,2,4,1,5","2,4,1,5,11"
27149.png,"10,5,9,4,6","5,9,4,6,11"
27150.png,"10,2,4,1,7","2,4,1,7,11"
27151.png,"10,7,9,2,3","7,9,2,3,11"
27152.png,"10,9,5,5,8","9,5,5,8,11"
27153.png,"10,4,1,4,8","4,1,4,8,11"
27154.png,"10,2,7,0,5","2,7,0,5,11"
27155.png,"10,6,2,6,9","6,2,6,9,11"
27156.png,"10,0,8,9,9","0,8,9,9,11"
27157.png,"10,4,1,5,7","4,1,5,7,11"
27158.png,"10,1,5,9,6","1,5,9,6,11"
27159.png,"10,6,3,0,6","6,3,0,6,11"
27160.png,"10,5,7,7,6","5,7,7,6,11"
27161.png,"10,8,5,3,9","8,5,3,9,11"
27162.png,"10,8,2,7,5","8,2,7,5,11"
27163.png,"10,9,5,9,4","9,5,9,4,11"
27164.png,"10,1,6,7,5","1,6,7,5,11"
27165.png,"10,7,0,2,5","7,0,2,5,11"
27166.png,"10,5,8,0,2","5,8,0,2,11"
27167.png,"10,8,3,6,4","8,3,6,4,11"
27168.png,"10,6,2,9,8","6,2,9,8,11"
27169.png,"10,9,9,0,2","9,9,0,2,11"
27170.png,"10,3,3,4,9","3,3,4,9,11"
27171.png,"10,9,9,6,7","9,9,6,7,11"
27172.png,"10,1,1,7,1","1,1,7,1,11"
27173.png,"10,0,1,8,9","0,1,8,9,11"
27174.png,"10,2,9,9,1","2,9,9,1,11"
27175.png,"10,4,3,7,6","4,3,7,6,11"
27176.png,"10,7,5,6,3","7,5,6,3,11"
27177.png,"10,1,8,8,1","1,8,8,1,11"
27178.png,"10,8,9,8,5","8,9,8,5,11"
27179.png,"10,2,4,9,1","2,4,9,1,11"
27180.png,"10,8,3,0,9","8,3,0,9,11"
27181.png,"10,6,2,9,0","6,2,9,0,11"
27182.png,"10,6,3,9,8","6,3,9,8,11"
27183.png,"10,1,3,3,5","1,3,3,5,11"
27184.png,"10,2,2,9,7","2,2,9,7,11"
27185.png,"10,3,2,7,9","3,2,7,9,11"
27186.png,"10,6,7,1,3","6,7,1,3,11"
27187.png,"10,6,2,4,5","6,2,4,5,11"
27188.png,"10,3,0,7,0","3,0,7,0,11"
27189.png,"10,9,9,8,0","9,9,8,0,11"
27190.png,"10,4,6,9,4","4,6,9,4,11"
27191.png,"10,9,5,4,7","9,5,4,7,11"
27192.png,"10,5,1,0,1","5,1,0,1,11"
27193.png,"10,8,2,7,1","8,2,7,1,11"
27194.png,"10,0,4,7,1","0,4,7,1,11"
27195.png,"10,3,2,0,3","3,2,0,3,11"
27196.png,"10,4,3,8,8","4,3,8,8,11"
27197.png,"10,2,9,1,7","2,9,1,7,11"
27198.png,"10,3,6,2,9","3,6,2,9,11"
27199.png,"10,0,2,8,4","0,2,8,4,11"
27200.png,"10,7,7,6,1","7,7,6,1,11"
27201.png,"10,9,3,8,8","9,3,8,8,11"
27202.png,"10,7,6,0,5","7,6,0,5,11"
27203.png,"10,7,3,6,8","7,3,6,8,11"
27204.png,"10,7,4,9,0","7,4,9,0,11"
27205.png,"10,8,2,9,7","8,2,9,7,11"
27206.png,"10,0,2,4,6","0,2,4,6,11"
27207.png,"10,9,3,3,7","9,3,3,7,11"
27208.png,"10,3,2,3,0","3,2,3,0,11"
27209.png,"10,5,3,0,2","5,3,0,2,11"
27210.png,"10,4,0,1,1","4,0,1,1,11"
27211.png,"10,0,3,3,0","0,3,3,0,11"
27212.png,"10,0,2,7,3","0,2,7,3,11"
27213.png,"10,0,6,1,8","0,6,1,8,11"
27214.png,"10,3,2,9,7","3,2,9,7,11"
27215.png,"10,8,1,9,8","8,1,9,8,11"
27216.png,"10,8,9,9,6","8,9,9,6,11"
27217.png,"10,1,0,4,5","1,0,4,5,11"
27218.png,"10,6,7,8,8","6,7,8,8,11"
27219.png,"10,1,5,0,5","1,5,0,5,11"
27220.png,"10,6,0,1,3","6,0,1,3,11"
27221.png,"10,0,2,5,1","0,2,5,1,11"
27222.png,"10,1,6,5,1","1,6,5,1,11"
27223.png,"10,0,2,9,4","0,2,9,4,11"
27224.png,"10,3,5,6,6","3,5,6,6,11"
27225.png,"10,0,3,1,1","0,3,1,1,11"
27226.png,"10,0,5,4,2","0,5,4,2,11"
27227.png,"10,5,7,0,3","5,7,0,3,11"
27228.png,"10,5,0,4,8","5,0,4,8,11"
27229.png,"10,4,3,4,0","4,3,4,0,11"
27230.png,"10,5,3,5,0","5,3,5,0,11"
27231.png,"10,4,3,9,6","4,3,9,6,11"
27232.png,"10,7,4,9,3","7,4,9,3,11"
27233.png,"10,8,3,4,2","8,3,4,2,11"
27234.png,"10,2,4,5,8","2,4,5,8,11"
27235.png,"10,3,7,0,6","3,7,0,6,11"
27236.png,"10,1,4,5,7","1,4,5,7,11"
27237.png,"10,3,9,3,9","3,9,3,9,11"
27238.png,"10,6,5,1,4","6,5,1,4,11"
27239.png,"10,2,6,7,3","2,6,7,3,11"
27240.png,"10,8,7,1,9","8,7,1,9,11"
27241.png,"10,1,4,5,4","1,4,5,4,11"
27242.png,"10,2,1,3,6","2,1,3,6,11"
27243.png,"10,9,3,5,1","9,3,5,1,11"
27244.png,"10,2,0,1,7","2,0,1,7,11"
27245.png,"10,8,2,3,2","8,2,3,2,11"
27246.png,"10,7,0,0,2","7,0,0,2,11"
27247.png,"10,7,8,1,6","7,8,1,6,11"
27248.png,"10,1,1,6,9","1,1,6,9,11"
27249.png,"10,9,1,5,3","9,1,5,3,11"
27250.png,"10,6,2,0,3","6,2,0,3,11"
27251.png,"10,6,9,9,6","6,9,9,6,11"
27252.png,"10,9,9,5,4","9,9,5,4,11"
27253.png,"10,4,4,7,2","4,4,7,2,11"
27254.png,"10,2,7,4,0","2,7,4,0,11"
27255.png,"10,1,9,8,2","1,9,8,2,11"
27256.png,"10,5,2,8,2","5,2,8,2,11"
27257.png,"10,0,3,6,3","0,3,6,3,11"
27258.png,"10,9,1,9,2","9,1,9,2,11"
27259.png,"10,3,7,6,2","3,7,6,2,11"
27260.png,"10,1,0,4,1","1,0,4,1,11"
27261.png,"10,4,6,2,0","4,6,2,0,11"
27262.png,"10,2,2,0,1","2,2,0,1,11"
27263.png,"10,6,4,7,1","6,4,7,1,11"
27264.png,"10,1,1,8,0","1,1,8,0,11"
27265.png,"10,9,9,5,9","9,9,5,9,11"
27266.png,"10,0,3,9,3","0,3,9,3,11"
27267.png,"10,4,0,1,4","4,0,1,4,11"
27268.png,"10,7,6,7,4","7,6,7,4,11"
27269.png,"10,4,3,6,4","4,3,6,4,11"
27270.png,"10,6,5,7,3","6,5,7,3,11"
27271.png,"10,5,2,9,0","5,2,9,0,11"
27272.png,"10,8,4,4,8","8,4,4,8,11"
27273.png,"10,7,5,1,1","7,5,1,1,11"
27274.png,"10,3,7,3,4","3,7,3,4,11"
27275.png,"10,3,4,8,1","3,4,8,1,11"
27276.png,"10,6,1,8,2","6,1,8,2,11"
27277.png,"10,0,2,6,5","0,2,6,5,11"
27278.png,"10,6,6,2,6","6,6,2,6,11"
27279.png,"10,4,8,2,4","4,8,2,4,11"
27280.png,"10,3,4,4,5","3,4,4,5,11"
27281.png,"10,6,9,5,4","6,9,5,4,11"
27282.png,"10,4,4,7,7","4,4,7,7,11"
27283.png,"10,1,4,5,8","1,4,5,8,11"
27284.png,"10,9,5,3,3","9,5,3,3,11"
27285.png,"10,5,1,6,3","5,1,6,3,11"
27286.png,"10,9,3,2,5","9,3,2,5,11"
27287.png,"10,7,5,0,5","7,5,0,5,11"
27288.png,"10,4,8,1,9","4,8,1,9,11"
27289.png,"10,4,0,5,1","4,0,5,1,11"
27290.png,"10,1,1,1,8","1,1,1,8,11"
27291.png,"10,8,2,1,0","8,2,1,0,11"
27292.png,"10,3,4,4,7","3,4,4,7,11"
27293.png,"10,6,7,7,7","6,7,7,7,11"
27294.png,"10,8,2,0,0","8,2,0,0,11"
27295.png,"10,3,7,9,3","3,7,9,3,11"
27296.png,"10,3,5,9,0","3,5,9,0,11"
27297.png,"10,9,1,4,2","9,1,4,2,11"
27298.png,"10,9,7,3,5","9,7,3,5,11"
27299.png,"10,3,1,5,9","3,1,5,9,11"
27300.png,"10,1,8,9,9","1,8,9,9,11"
27301.png,"10,7,8,3,1","7,8,3,1,11"
27302.png,"10,8,4,8,7","8,4,8,7,11"
27303.png,"10,6,9,7,4","6,9,7,4,11"
27304.png,"10,4,1,3,6","4,1,3,6,11"
27305.png,"10,5,7,8,9","5,7,8,9,11"
27306.png,"10,8,4,1,7","8,4,1,7,11"
27307.png,"10,1,2,2,8","1,2,2,8,11"
27308.png,"10,1,0,0,4","1,0,0,4,11"
27309.png,"10,2,9,6,1","2,9,6,1,11"
27310.png,"10,2,8,2,1","2,8,2,1,11"
27311.png,"10,9,0,7,4","9,0,7,4,11"
27312.png,"10,8,0,3,1","8,0,3,1,11"
27313.png,"10,3,9,8,6","3,9,8,6,11"
27314.png,"10,0,6,9,2","0,6,9,2,11"
27315.png,"10,9,3,2,7","9,3,2,7,11"
27316.png,"10,0,9,6,4","0,9,6,4,11"
27317.png,"10,3,7,7,6","3,7,7,6,11"
27318.png,"10,4,3,8,3","4,3,8,3,11"
27319.png,"10,7,9,2,3","7,9,2,3,11"
27320.png,"10,1,3,6,0","1,3,6,0,11"
27321.png,"10,9,2,3,5","9,2,3,5,11"
27322.png,"10,2,7,7,9","2,7,7,9,11"
27323.png,"10,6,2,7,2","6,2,7,2,11"
27324.png,"10,4,8,4,1","4,8,4,1,11"
27325.png,"10,7,5,9,1","7,5,9,1,11"
27326.png,"10,3,4,5,2","3,4,5,2,11"
27327.png,"10,0,3,4,0","0,3,4,0,11"
27328.png,"10,1,1,4,8","1,1,4,8,11"
27329.png,"10,2,0,8,2","2,0,8,2,11"
27330.png,"10,8,2,8,5","8,2,8,5,11"
27331.png,"10,7,8,1,7","7,8,1,7,11"
27332.png,"10,4,2,7,7","4,2,7,7,11"
27333.png,"10,5,7,7,1","5,7,7,1,11"
27334.png,"10,7,8,7,5","7,8,7,5,11"
27335.png,"10,7,4,3,3","7,4,3,3,11"
27336.png,"10,2,3,7,1","2,3,7,1,11"
27337.png,"10,3,4,9,1","3,4,9,1,11"
27338.png,"10,2,0,3,3","2,0,3,3,11"
27339.png,"10,0,1,7,1","0,1,7,1,11"
27340.png,"10,4,8,1,3","4,8,1,3,11"
27341.png,"10,1,1,1,8","1,1,1,8,11"
27342.png,"10,7,0,7,9","7,0,7,9,11"
27343.png,"10,2,2,2,7","2,2,2,7,11"
27344.png,"10,4,5,4,4","4,5,4,4,11"
27345.png,"10,2,2,3,6","2,2,3,6,11"
27346.png,"10,0,4,0,8","0,4,0,8,11"
27347.png,"10,0,2,9,7","0,2,9,7,11"
27348.png,"10,2,7,8,1","2,7,8,1,11"
27349.png,"10,8,5,5,7","8,5,5,7,11"
27350.png,"10,2,6,7,4","2,6,7,4,11"
27351.png,"10,4,8,7,4","4,8,7,4,11"
27352.png,"10,3,5,9,7","3,5,9,7,11"
27353.png,"10,9,3,2,8","9,3,2,8,11"
27354.png,"10,2,1,0,9","2,1,0,9,11"
27355.png,"10,5,0,8,9","5,0,8,9,11"
27356.png,"10,1,8,9,6","1,8,9,6,11"
27357.png,"10,6,6,6,9","6,6,6,9,11"
27358.png,"10,1,1,3,4","1,1,3,4,11"
27359.png,"10,3,9,4,5","3,9,4,5,11"
27360.png,"10,4,3,1,0","4,3,1,0,11"
27361.png,"10,2,0,4,7","2,0,4,7,11"
27362.png,"10,9,2,3,3","9,2,3,3,11"
27363.png,"10,7,8,3,4","7,8,3,4,11"
27364.png,"10,9,4,0,7","9,4,0,7,11"
27365.png,"10,5,3,2,2","5,3,2,2,11"
27366.png,"10,7,7,8,4","7,7,8,4,11"
27367.png,"10,0,6,6,0","0,6,6,0,11"
27368.png,"10,9,2,8,4","9,2,8,4,11"
27369.png,"10,5,6,8,1","5,6,8,1,11"
27370.png,"10,8,3,3,4","8,3,3,4,11"
27371.png,"10,4,3,3,2","4,3,3,2,11"
27372.png,"10,9,4,8,6","9,4,8,6,11"
27373.png,"10,0,3,2,5","0,3,2,5,11"
27374.png,"10,6,5,0,3","6,5,0,3,11"
27375.png,"10,5,0,2,4","5,0,2,4,11"
27376.png,"10,6,6,1,4","6,6,1,4,11"
27377.png,"10,1,9,2,9","1,9,2,9,11"
27378.png,"10,7,2,9,4","7,2,9,4,11"
27379.png,"10,8,0,4,6","8,0,4,6,11"
27380.png,"10,0,7,4,0","0,7,4,0,11"
27381.png,"10,4,4,5,3","4,4,5,3,11"
27382.png,"10,2,1,1,7","2,1,1,7,11"
27383.png,"10,9,9,9,0","9,9,9,0,11"
27384.png,"10,1,9,2,1","1,9,2,1,11"
27385.png,"10,3,4,9,5","3,4,9,5,11"
27386.png,"10,3,7,0,5","3,7,0,5,11"
27387.png,"10,1,9,8,4","1,9,8,4,11"
27388.png,"10,6,4,7,8","6,4,7,8,11"
27389.png,"10,7,1,5,0","7,1,5,0,11"
27390.png,"10,1,1,5,1","1,1,5,1,11"
27391.png,"10,7,4,2,6","7,4,2,6,11"
27392.png,"10,2,6,7,1","2,6,7,1,11"
27393.png,"10,0,0,1,7","0,0,1,7,11"
27394.png,"10,3,2,2,0","3,2,2,0,11"
27395.png,"10,0,8,6,7","0,8,6,7,11"
27396.png,"10,8,4,6,7","8,4,6,7,11"
27397.png,"10,5,2,6,5","5,2,6,5,11"
27398.png,"10,5,5,7,8","5,5,7,8,11"
27399.png,"10,8,8,3,7","8,8,3,7,11"
27400.png,"10,5,9,3,8","5,9,3,8,11"
27401.png,"10,0,1,8,0","0,1,8,0,11"
27402.png,"10,0,5,1,0","0,5,1,0,11"
27403.png,"10,0,7,1,4","0,7,1,4,11"
27404.png,"10,3,8,1,3","3,8,1,3,11"
27405.png,"10,5,9,9,5","5,9,9,5,11"
27406.png,"10,9,6,4,5","9,6,4,5,11"
27407.png,"10,2,2,4,2","2,2,4,2,11"
27408.png,"10,3,9,8,3","3,9,8,3,11"
27409.png,"10,3,4,1,3","3,4,1,3,11"
27410.png,"10,1,6,1,2","1,6,1,2,11"
27411.png,"10,1,6,6,5","1,6,6,5,11"
27412.png,"10,3,7,2,2","3,7,2,2,11"
27413.png,"10,6,4,8,7","6,4,8,7,11"
27414.png,"10,2,1,5,9","2,1,5,9,11"
27415.png,"10,5,5,1,0","5,5,1,0,11"
27416.png,"10,9,1,0,3","9,1,0,3,11"
27417.png,"10,0,5,5,1","0,5,5,1,11"
27418.png,"10,5,3,1,1","5,3,1,1,11"
27419.png,"10,8,2,2,2","8,2,2,2,11"
27420.png,"10,0,4,4,0","0,4,4,0,11"
27421.png,"10,7,8,9,0","7,8,9,0,11"
27422.png,"10,0,7,6,6","0,7,6,6,11"
27423.png,"10,0,3,2,6","0,3,2,6,11"
27424.png,"10,5,2,0,7","5,2,0,7,11"
27425.png,"10,4,6,8,0","4,6,8,0,11"
27426.png,"10,4,1,9,6","4,1,9,6,11"
27427.png,"10,5,3,5,5","5,3,5,5,11"
27428.png,"10,6,8,8,2","6,8,8,2,11"
27429.png,"10,0,0,8,2","0,0,8,2,11"
27430.png,"10,1,2,3,8","1,2,3,8,11"
27431.png,"10,1,5,1,5","1,5,1,5,11"
27432.png,"10,6,3,6,1","6,3,6,1,11"
27433.png,"10,3,9,3,0","3,9,3,0,11"
27434.png,"10,9,3,8,2","9,3,8,2,11"
27435.png,"10,5,1,7,2","5,1,7,2,11"
27436.png,"10,0,9,8,5","0,9,8,5,11"
27437.png,"10,4,1,8,7","4,1,8,7,11"
27438.png,"10,9,7,2,5","9,7,2,5,11"
27439.png,"10,3,0,3,9","3,0,3,9,11"
27440.png,"10,6,8,7,7","6,8,7,7,11"
27441.png,"10,7,8,5,8","7,8,5,8,11"
27442.png,"10,1,5,0,9","1,5,0,9,11"
27443.png,"10,0,4,7,7","0,4,7,7,11"
27444.png,"10,6,2,0,8","6,2,0,8,11"
27445.png,"10,9,8,8,0","9,8,8,0,11"
27446.png,"10,9,6,3,0","9,6,3,0,11"
27447.png,"10,4,6,0,2","4,6,0,2,11"
27448.png,"10,5,0,3,3","5,0,3,3,11"
27449.png,"10,2,2,9,9","2,2,9,9,11"
27450.png,"10,7,1,9,7","7,1,9,7,11"
27451.png,"10,5,2,0,5","5,2,0,5,11"
27452.png,"10,8,3,1,2","8,3,1,2,11"
27453.png,"10,1,3,1,0","1,3,1,0,11"
27454.png,"10,6,3,1,2","6,3,1,2,11"
27455.png,"10,3,7,9,1","3,7,9,1,11"
27456.png,"10,6,3,4,1","6,3,4,1,11"
27457.png,"10,7,5,8,5","7,5,8,5,11"
27458.png,"10,5,0,5,5","5,0,5,5,11"
27459.png,"10,4,5,5,1","4,5,5,1,11"
27460.png,"10,5,0,6,6","5,0,6,6,11"
27461.png,"10,2,6,8,2","2,6,8,2,11"
27462.png,"10,6,2,1,7","6,2,1,7,11"
27463.png,"10,2,7,1,4","2,7,1,4,11"
27464.png,"10,7,4,1,7","7,4,1,7,11"
27465.png,"10,2,8,6,6","2,8,6,6,11"
27466.png,"10,0,7,3,8","0,7,3,8,11"
27467.png,"10,7,0,8,0","7,0,8,0,11"
27468.png,"10,3,8,8,6","3,8,8,6,11"
27469.png,"10,1,3,6,9","1,3,6,9,11"
27470.png,"10,5,8,5,5","5,8,5,5,11"
27471.png,"10,7,5,3,2","7,5,3,2,11"
27472.png,"10,6,5,2,1","6,5,2,1,11"
27473.png,"10,8,1,5,6","8,1,5,6,11"
27474.png,"10,0,3,8,8","0,3,8,8,11"
27475.png,"10,3,0,1,7","3,0,1,7,11"
27476.png,"10,8,7,1,0","8,7,1,0,11"
27477.png,"10,1,0,5,6","1,0,5,6,11"
27478.png,"10,9,7,6,3","9,7,6,3,11"
27479.png,"10,0,9,9,5","0,9,9,5,11"
27480.png,"10,1,5,3,3","1,5,3,3,11"
27481.png,"10,2,8,4,1","2,8,4,1,11"
27482.png,"10,8,6,8,0","8,6,8,0,11"
27483.png,"10,3,8,8,2","3,8,8,2,11"
27484.png,"10,3,3,3,9","3,3,3,9,11"
27485.png,"10,8,1,8,2","8,1,8,2,11"
27486.png,"10,9,2,6,9","9,2,6,9,11"
27487.png,"10,2,5,5,7","2,5,5,7,11"
27488.png,"10,1,9,5,8","1,9,5,8,11"
27489.png,"10,2,0,9,8","2,0,9,8,11"
27490.png,"10,2,7,5,8","2,7,5,8,11"
27491.png,"10,7,8,2,5","7,8,2,5,11"
27492.png,"10,8,3,7,3","8,3,7,3,11"
27493.png,"10,7,8,2,0","7,8,2,0,11"
27494.png,"10,2,0,4,6","2,0,4,6,11"
27495.png,"10,1,2,8,7","1,2,8,7,11"
27496.png,"10,5,4,5,6","5,4,5,6,11"
27497.png,"10,1,6,4,0","1,6,4,0,11"
27498.png,"10,6,9,7,0","6,9,7,0,11"
27499.png,"10,0,9,2,8","0,9,2,8,11"
27500.png,"10,5,6,0,5","5,6,0,5,11"
27501.png,"10,0,1,3,9","0,1,3,9,11"
27502.png,"10,9,9,5,3","9,9,5,3,11"
27503.png,"10,3,1,8,9","3,1,8,9,11"
27504.png,"10,5,6,9,1","5,6,9,1,11"
27505.png,"10,1,6,6,2","1,6,6,2,11"
27506.png,"10,4,0,7,2","4,0,7,2,11"
27507.png,"10,0,2,7,2","0,2,7,2,11"
27508.png,"10,2,9,3,9","2,9,3,9,11"
27509.png,"10,2,1,1,6","2,1,1,6,11"
27510.png,"10,4,7,0,2","4,7,0,2,11"
27511.png,"10,7,7,1,4","7,7,1,4,11"
27512.png,"10,0,1,1,7","0,1,1,7,11"
27513.png,"10,9,7,5,3","9,7,5,3,11"
27514.png,"10,5,2,9,1","5,2,9,1,11"
27515.png,"10,9,5,0,6","9,5,0,6,11"
27516.png,"10,4,0,1,5","4,0,1,5,11"
27517.png,"10,9,1,7,7","9,1,7,7,11"
27518.png,"10,7,0,3,3","7,0,3,3,11"
27519.png,"10,9,5,6,2","9,5,6,2,11"
27520.png,"10,7,7,9,3","7,7,9,3,11"
27521.png,"10,1,9,6,3","1,9,6,3,11"
27522.png,"10,1,9,7,8","1,9,7,8,11"
27523.png,"10,7,7,5,5","7,7,5,5,11"
27524.png,"10,8,4,5,8","8,4,5,8,11"
27525.png,"10,6,0,7,9","6,0,7,9,11"
27526.png,"10,3,8,3,6","3,8,3,6,11"
